file,ref_number,ref_text,doi,doi_url,titleDoi,firstAuthDoi,author_similarity,title_similarity
experiments/gene_essentiality_cancer/ai_messages/high_complexity--AQP8,[4],"Wang J, Feng L, Zhu Z, Zheng M, Wang D, Chen Z, Sun H. 2015. Oncotarget. Aquaporin 8 mediates human esophageal cancer Eca-109 cell migration via the EGFR-Erk1/2 pathway.",10.18632/oncotarget.8576,https://doi.org/10.18632/oncotarget.8576,Tumor-suppressive miR-218-5p inhibits cancer cell proliferation and migration via EGFR in non-small cell lung cancer,Zhu,100,50
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL27,[1],"Wool, I. G., Chan, Y. L., & Glück, A. (1995). Structure and evolution of mammalian ribosomal proteins. Biochemistry and Cell Biology, 73(11-12), 933-947.",10.1139/o95-101,https://doi.org/10.1139/o95-101,Structure and evolution of mammalian ribosomal proteins,Wool,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL27,[2],"Xue, S., & Barna, M. (2012). Specialized ribosomes: a new frontier in gene regulation and organismal biology. Nature Reviews Molecular Cell Biology, 13(6), 355-369.",10.1038/nrm3359,https://doi.org/10.1038/nrm3359,Specialized ribosomes: a new frontier in gene regulation and organismal biology,Xue,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL27,[3],"Zhang, Y., Zhang, M., Yu, F., & Lu, S. (2019). Overexpression of ribosomal protein L27 predicts poor prognosis in colorectal cancer. Oncology Letters, 18(4), 3899-3904.",10.3892/ol.2018.7724,https://doi.org/10.3892/ol.2018.7724,Overexpression of flavin-containing monooxygenase 5 predicts poor prognosis in patients with colorectal cancer,Zhang,100,72
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL27,[4],"Winzeler, E. A., Shoemaker, D. D., Astromoff, A., Liang, H., Anderson, K., Andre, B., ... & Davis, R. W. (1999). Functional characterization of the S. cerevisiae genome by gene deletion and parallel analysis. Science, 285(5429), 901-906.",10.1126/science.285.5429.901,https://doi.org/10.1126/science.285.5429.901,"Functional Characterization of the
            <i>S. cerevisiae</i>
            Genome by Gene Deletion and Parallel Analysis",Winzeler,100,99
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL27,[5],"Hart, T., Chandrashekhar, M., Aregger, M., Steinhart, Z., Brown, K. R., MacLeod, G., ... & Moffat, J. (2015). High-resolution CRISPR screens reveal fitness genes and genotype-specific cancer liabilities. Cell, 163(6), 1515-1526.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--DHX16,[1],"Gorbalenya AE, Koonin EV. 1993. Nucleic Acids Research. Helicases: amino acid sequence comparisons and structure-function relationships.",10.1016/s0959-440x(05)80116-2,https://doi.org/10.1016/s0959-440x(05)80116-2,Helicases: amino acid sequence comparisons and structure-function relationships,Gorbalenya,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--DHX16,[2],Fuller-Pace FV. 2013. Nature Reviews Cancer. DEAD box RNA helicase functions in cancer.,10.4161/rna.23312,https://doi.org/10.4161/rna.23312,DEAD box RNA helicase functions in cancer,Fuller-Pace,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--DHX16,[3],"Hart T, Moffat J. 2016. Nature Reviews Genetics. BAGEL: a computational framework for identifying essential genes from pooled library screens.",10.1186/s12859-016-1015-8,https://doi.org/10.1186/s12859-016-1015-8,BAGEL: a computational framework for identifying essential genes from pooled library screens,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--DHX16,[4],"Blomen VA, Májek P, Jae LT, Bigenzahn JW, Nieuwenhuis J, Staring J, Sacco R, van Diemen FR, Olk N, Stukalov A, Marceau C, Janssen H, Carette JE, Bennett KL, Colinge J, Superti-Furga G, Brummelkamp TR. 2015. Science. Gene essentiality and synthetic lethality in haploid human cells.",10.1126/science.aac7557,https://doi.org/10.1126/science.aac7557,Gene essentiality and synthetic lethality in haploid human cells,Blomen,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--EIF2B3,[1],"Gomez E, Mohammad SS, Pavitt GD. 2002. Molecular Biology of the Cell. eIF2B, a mediator of general and gene-specific translational control.",10.1042/bst0331487,https://doi.org/10.1042/bst0331487,"eIF2B, a mediator of general and gene-specific translational control",Pavitt,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--EIF2B3,[2],"Pavitt GD, Ramaiah KVA, Kimball SR, Hinnebusch AG. 1998. Molecular and Cellular Biology. eIF2 independently binds two distinct eIF2B subcomplexes that catalyze and regulate guanine-nucleotide exchange.",10.1101/gad.12.4.514,https://doi.org/10.1101/gad.12.4.514,eIF2 independently binds two distinct eIF2B subcomplexes that catalyze and regulate guanine-nucleotide exchange,Pavitt,100,91
experiments/gene_essentiality_cancer/ai_messages/high_complexity--EIF2B3,[3],"Silvera D, Formenti SC, Schneider RJ. 2010. Nature Reviews Cancer. The role of protein synthesis regulation in cancer.",10.1038/nrc2824,https://doi.org/10.1038/nrc2824,Translational control in cancer,Silvera,100,45
experiments/gene_essentiality_cancer/ai_messages/high_complexity--EIF2B3,[4],"Hart T, Chandrashekhar M, Aregger M, Steinhart Z, Brown KR, MacLeod G, Mis M, Zimmermann M, Fradet-Turcotte A, Sun S, Mero P, Dirks P, Sidhu S, Roth FP, Rissland OS, Durocher D, Angers S, Moffat J. 2015. Science. High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--EIF2B3,[5],Kaelin WG Jr. 2005. New England Journal of Medicine. The concept of synthetic lethality in the context of anticancer therapy.,10.1038/nrc1691,https://doi.org/10.1038/nrc1691,The Concept of Synthetic Lethality in the Context of Anticancer Therapy,Kaelin,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--POLR3H,[1],"Hu, P., Wu, S., & Sun, Y. (2002). The Journal of Biological Chemistry, The 14.5-kDa Subunit of Human Translation Initiation Factor eIF3 Is the Homolog of the Yeast eIF3 Subunit p.",10.1074/jbc.274.39.27567,https://doi.org/10.1074/jbc.274.39.27567,The Saccharomyces cerevisiae HCR1 Gene Encoding a Homologue of the p35 Subunit of Human Translation Initiation Factor 3 (eIF3) Is a High Copy Suppressor of a Temperature-sensitive Mutation in the Rpg1p Subunit of Yeast eIF3,Valášek,6,66
experiments/gene_essentiality_cancer/ai_messages/high_complexity--POLR3H,[2],"White, R. J. (2005). Nature Reviews Molecular Cell Biology, RNA polymerases I and III, growth control and cancer.",10.1038/nrm1551,https://doi.org/10.1038/nrm1551,"RNA polymerases I and III, growth control and cancer",White,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--PSMB7,[1],"Tomko RJ Jr, Hochstrasser M. 2013. Molecular Biology and Evolution. Molecular architecture and assembly of the eukaryotic proteasome.",10.1146/annurev-biochem-060410-150257,https://doi.org/10.1146/annurev-biochem-060410-150257,Molecular Architecture and Assembly of the Eukaryotic Proteasome,Tomko,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--PSMB7,[2],"Ciechanover A, Kwon YT. 2015. Cell Research. Degradation of misfolded proteins in neurodegenerative diseases: therapeutic targets and strategies.",10.1038/emm.2014.117,https://doi.org/10.1038/emm.2014.117,Degradation of misfolded proteins in neurodegenerative diseases: therapeutic targets and strategies,Ciechanover,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--PSMB7,[3],Adams J. 2004. Cancer Cell. The proteasome: a suitable antineoplastic target.,10.1038/nrc1361,https://doi.org/10.1038/nrc1361,The proteasome: a suitable antineoplastic target,Adams,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--PSMB7,[4],"Vogel C, Marcotte EM. 2012. Nature Reviews Cancer. Insights into the regulation of protein abundance from proteomic and transcriptomic analyses.",10.1038/nrg3185,https://doi.org/10.1038/nrg3185,Insights into the regulation of protein abundance from proteomic and transcriptomic analyses,Vogel,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--PSMB7,[5],"Kisselev AF, van der Linden WA, Overkleeft HS. 2012. Chemical Biology. Proteasome inhibitors: an expanding army attacking a unique target.",10.1016/j.chembiol.2012.01.003,https://doi.org/10.1016/j.chembiol.2012.01.003,Proteasome Inhibitors: An Expanding Army Attacking a Unique Target,Kisselev,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SLC25A2,[1],"Palmieri F. (2013) The mitochondrial transporter family SLC25: identification, properties and physiopathology. Molecular Aspects of Medicine 34(2-3): 465-484.",10.1016/j.mam.2012.05.005,https://doi.org/10.1016/j.mam.2012.05.005,"The mitochondrial transporter family SLC25: Identification, properties and physiopathology",Palmieri,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SLC25A2,[2],Pegg AE. (2009) Mammalian polyamine metabolism and function. IUBMB Life 61(9): 880-894.,10.1002/iub.230,https://doi.org/10.1002/iub.230,Mammalian polyamine metabolism and function,Pegg,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SLC25A2,[3],"Casero RA Jr, Marton LJ. (2007) Targeting polyamine metabolism and function in cancer and other hyperproliferative diseases. Nature Reviews Drug Discovery 6(5): 373-390.",10.1038/nrd2243,https://doi.org/10.1038/nrd2243,Targeting polyamine metabolism and function in cancer and other hyperproliferative diseases,Casero,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SLC25A2,[4],Seiler N. (2003) Thirty years of polyamine-related approaches to cancer therapy. Retrospect and prospect. Part 1. Selective enzyme inhibitors. Current Drug Targets 4(7): 537-564.,10.2174/1389450033490885,https://doi.org/10.2174/1389450033490885,Thirty Years of Polyamine-Related Approaches to Cancer Therapy. Retrospect and Prospect. Part 1. Selective Enzyme Inhibitors,Seiler,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[1],"Wool IG, Chan YL, Glück A. 1995. Nucleic Acids Res. Structure and evolution of mammalian ribosomal proteins.",10.1139/o95-101,https://doi.org/10.1139/o95-101,Structure and evolution of mammalian ribosomal proteins,Wool,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[2],"Pelletier J, Thomas G, Volarević S. 2018. Nat Rev Cancer. Ribosome biogenesis in cancer: new players and therapeutic avenues.",10.1038/nrc.2017.104,https://doi.org/10.1038/nrc.2017.104,Ribosome biogenesis in cancer: new players and therapeutic avenues,Pelletier,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[3],"Chen X, et al. 2018. Oncol Rep. RPL37A promotes tumorigenesis through an RPL37A-HMGA1-TIMP1 positive feedback loop in human breast cancer.",10.3892/or.2021.7959,https://doi.org/10.3892/or.2021.7959,LINC00649 promotes bladder cancer malignant progression by regulating the miR‑15a‑5p/HMGA1 axis,Chen,100,49
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[4],"Hart T, et al. 2015. Science. High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.",10.3410/f.725961145.793520856,https://doi.org/10.3410/f.725961145.793520856,Faculty Opinions recommendation of High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.,Kumar,5,88
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[5],"Meyers RM, et al. 2017. Cell. Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.",10.3410/f.732049442.793551364,https://doi.org/10.3410/f.732049442.793551364,Faculty Opinions recommendation of Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.,Smedley,8,90
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[6],"Wang T, et al. 2015. Science. Gene Essentiality Profiling Reveals Gene Networks and Synthetic Lethal Interactions with Oncogenic Ras.",10.3410/f.727280568.793543393,https://doi.org/10.3410/f.727280568.793543393,Faculty Opinions recommendation of Gene Essentiality Profiling Reveals Gene Networks and Synthetic Lethal Interactions with Oncogenic Ras.,Lazo,5,88
experiments/gene_essentiality_cancer/ai_messages/high_complexity--H2BC1,[1],NCBI Gene. (n.d.). H2BC1 histone cluster 1 H2B family member c [Homo sapiens (human)] - Gene - NCBI. Retrieved from https://www.ncbi.nlm.nih.gov/gene/85236,10.7717/peerj.6561/fig-1,https://doi.org/10.7717/peerj.6561/fig-1,Figure 1: Minimum-Spanning-Tree of 462 hemagglutinin gene sequences of “Old-World”-orthopoxviruses retrieved from NCBI (March 2018).,,0,50
experiments/gene_essentiality_cancer/ai_messages/high_complexity--H2BC1,[2],"Luger, K., Mäder, A. W., Richmond, R. K., Sargent, D. F., & Richmond, T. J. (1997). Crystal structure of the nucleosome core particle at 2.8 Å resolution. Nature, 389(6648), 251-260.",10.1038/38444,https://doi.org/10.1038/38444,Crystal structure of the nucleosome core particle at 2.8 Å resolution,Luger,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--H2BC1,[3],"Bannister, A. J., & Kouzarides, T. (2011). Regulation of chromatin by histone modifications. Cell Research, 21(3), 381-395.",10.1038/cr.2011.22,https://doi.org/10.1038/cr.2011.22,Regulation of chromatin by histone modifications,Bannister,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--H2BC1,[4],"Feinberg, A. P., & Tycko, B. (2004). The history of cancer epigenetics. Nature Reviews Cancer, 4(2), 143-153.",10.1038/nrc1279,https://doi.org/10.1038/nrc1279,The history of cancer epigenetics,Feinberg,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--H2BC1,[5],"Hart, T., Chandrashekhar, M., Aregger, M., Steinhart, Z., Brown, K. R., MacLeod, G., ... & Moffat, J. (2015). High-resolution CRISPR screens reveal fitness genes and genotype-specific cancer liabilities. Cell, 163(6), 1515-1526.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--H2BC1,[6],"Kaelin Jr, W. G. (2005). The concept of synthetic lethality in the context of anticancer therapy. Nature Reviews Cancer, 5(9), 689-698.",10.1038/nrc1691,https://doi.org/10.1038/nrc1691,The Concept of Synthetic Lethality in the Context of Anticancer Therapy,Kaelin,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--H2BC1,[7],"Xu, M., Long, C., Chen, X., Huang, C., Chen, S., & Zhu, B. (2010). Partitioning of histone H3-H4 tetramers during DNA replication-dependent chromatin assembly. Science, 328(5974), 94-98.",10.1126/science.1178994,https://doi.org/10.1126/science.1178994,Partitioning of Histone H3-H4 Tetramers During DNA Replication–Dependent Chromatin Assembly,Xu,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[1],Mick et al. 2012. J Biol Chem. The mitochondrial import machinery has multiple connections to the respiratory chain.,10.1016/j.bbabio.2012.12.004,https://doi.org/10.1016/j.bbabio.2012.12.004,The mitochondrial protein import machinery has multiple connections to the respiratory chain,Kulawiak,9,95
experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[2],Chacinska et al. 2009. Nat Rev Mol Cell Biol. Importing mitochondrial proteins: machineries and mechanisms.,10.1016/j.cell.2009.08.005,https://doi.org/10.1016/j.cell.2009.08.005,Importing Mitochondrial Proteins: Machineries and Mechanisms,Chacinska,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[3],Zong et al. 2016. Nat Rev Cancer. Mitochondria in cancer.,10.1038/nrc3365,https://doi.org/10.1038/nrc3365,Mitochondria and cancer,Wallace,19,90
experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[4],Hanahan et al. 2011. Cell. Hallmarks of cancer: the next generation.,10.1016/j.cell.2011.02.013,https://doi.org/10.1016/j.cell.2011.02.013,Hallmarks of Cancer: The Next Generation,Hanahan,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[5],Wallace et al. 2010. Nat Rev Cancer. Mitochondria and cancer: Warburg addressed.,10.1101/sqb.2005.70.035,https://doi.org/10.1101/sqb.2005.70.035,Mitochondria and Cancer: Warburg Addressed,WALLACE,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[6],Green et al. 2004. Science. The pathophysiology of mitochondrial cell death.,10.1126/science.1099320,https://doi.org/10.1126/science.1099320,The Pathophysiology of Mitochondrial Cell Death,Green,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--DSPP,[1],"Yamakoshi Y, Hu JC, Fukae M, Zhang H, Simmer JP. 2005. Journal of Biological Chemistry. Dentin Sialophosphoprotein is Processed by MMP-2 and MMP-20 in vitro and in vivo.",10.1074/jbc.m607767200,https://doi.org/10.1074/jbc.m607767200,Dentin Sialophosphoprotein Is Processed by MMP-2 and MMP-20 in Vitro and in Vivo,Yamakoshi,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--DSPP,[2],"Ogbureke KU, Fisher LW. 2004. Journal of Histochemistry & Cytochemistry. Expression of SIBLINGs and their partner MMPs in salivary glands.",10.1177/154405910408300902,https://doi.org/10.1177/154405910408300902,Expression of SIBLINGs and Their Partner MMPs in Salivary Glands,Ogbureke,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--DSPP,[3],Masters JR. 2000. British Journal of Cancer. Human cancer cell lines: fact and fantasy.,10.1038/35043102,https://doi.org/10.1038/35043102,Human cancer cell lines: fact and fantasy,Masters,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--LGALS14,[1],"Liu FT, Rabinovich GA. 2005. Annual Review of Immunology. Galectins: Regulators of acute and chronic inflammation.",10.1111/j.1749-6632.2009.05131.x,https://doi.org/10.1111/j.1749-6632.2009.05131.x,Galectins: regulators of acute and chronic inflammation,Liu,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--LGALS14,[2],"Rabinovich GA, Croci DO. 2012. Nature Reviews Immunology. Regulatory circuits mediated by lectin-glycan interactions in autoimmunity and cancer.",10.1016/j.immuni.2012.03.004,https://doi.org/10.1016/j.immuni.2012.03.004,Regulatory Circuits Mediated by Lectin-Glycan Interactions in Autoimmunity and Cancer,Rabinovich,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--LGALS14,[3],"Hart T, Moffat J. 2016. Nature Reviews Genetics. BAGEL: a computational framework for identifying essential genes from pooled library screens.",10.1186/s12859-016-1015-8,https://doi.org/10.1186/s12859-016-1015-8,BAGEL: a computational framework for identifying essential genes from pooled library screens,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--LGALS14,[4],"Blomen VA, Májek P, Jae LT, Bigenzahn JW, Nieuwenhuis J, Staring J, Sacco R, van Diemen FR, Olk N, Stukalov A, Marceau C, Janssen H, Carette JE, Bennett KL, Colinge J, Superti-Furga G, Brummelkamp TR. 2015. Science. Gene essentiality and synthetic lethality in haploid human cells.",10.1126/science.aac7557,https://doi.org/10.1126/science.aac7557,Gene essentiality and synthetic lethality in haploid human cells,Blomen,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SUPT16H,[1],"Orphanides G, Wu WH, Lane WS, Hampsey M, Reinberg D. 1999. Cell. The chromatin-specific transcription elongation factor FACT comprises human SPT16 and SSRP1 proteins.",10.1038/22350,https://doi.org/10.1038/22350,The chromatin-specific transcription elongation factor FACT comprises human SPT16 and SSRP1 proteins,Orphanides,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SUPT16H,[2],"García H, Miecznikowski JC, Safina A, Commane M, Ruusulehto A, Kilpinen S, Leach RW, Attwood K, Li Y, Degan S, Omilian AR, Guryanova O, Papantonopoulou O, Wang J, Buck M, Liu S, Morrison C, Gurova KV. 2013. Oncotarget. Facilitates chromatin transcription complex is an 'accelerator' of tumor transformation and potential marker and target of aggressive cancers.",10.1016/j.celrep.2013.06.013,https://doi.org/10.1016/j.celrep.2013.06.013,Facilitates Chromatin Transcription Complex Is an “Accelerator” of Tumor Transformation and Potential Marker and Target of Aggressive Cancers,Garcia,4,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SUPT16H,[3],"Gasparian AV, Burkhart CA, Purmal AA, Brodsky L, Pal M, Saranadasa M, Bosykh DA, Commane M, Guryanova OA, Pal S, Safina A, Sviridov S, Koman IE, Veith J, Komar AA, Gudkov AV, Gurova KV. 2011. Proc Natl Acad Sci U S A. Curaxins: Anticancer compounds that simultaneously suppress NF-κB and activate p53 by targeting FACT.",10.1126/scitranslmed.3002530,https://doi.org/10.1126/scitranslmed.3002530,Curaxins: Anticancer Compounds That Simultaneously Suppress NF-κB and Activate p53 by Targeting FACT,Gasparian,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SUPT16H,[4],"Safina A, Garcia H, Commane M, Guryanova O, Degan S, Kolesnikova K, Gurova KV. 2013. Oncotarget. Complex mutual regulation of facilitates chromatin transcription (FACT) subunits on both mRNA and protein levels in human cells.",10.4161/cc.25452,https://doi.org/10.4161/cc.25452,Complex mutual regulation of facilitates chromatin transcription (FACT) subunits on both mRNA and protein levels in human cells,Safina,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--SUPT16H,[5],"Zhang Y, Zhang M, Wu J, Lei G, Li H. 2013. Biochem Biophys Res Commun. Transcriptional regulation of the Ufm1 conjugation system in response to disturbance of the endoplasmic reticulum homeostasis and inhibition of vesicle trafficking.",10.1371/journal.pone.0048587,https://doi.org/10.1371/journal.pone.0048587,Transcriptional Regulation of the Ufm1 Conjugation System in Response to Disturbance of the Endoplasmic Reticulum Homeostasis and Inhibition of Vesicle Trafficking,Zhang,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HSPD1,[1],"Hansen JJ, et al. 2003. Nature Genetics. Missense mutations in the human mitochondrial chaperonin Hsp60 gene.",10.1007/s00439-002-0837-9,https://doi.org/10.1007/s00439-002-0837-9,Genomic structure of the human mitochondrial chaperonin genes: HSP60 and HSP10 are localised head to head on chromosome 2 separated by a bidirectional promoter,Hansen,100,60
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HSPD1,[2],"Cappello F, et al. 2003. Cancer. HSP60 expression, new locations, functions, and perspectives for cancer diagnosis and therapy.",10.4161/cbt.7.6.6281,https://doi.org/10.4161/cbt.7.6.6281,"Hsp60 expression, new locations, functions, and perspectives for cancer diagnosis and therapy",Cappello,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HSPD1,[3],"Chandra D, et al. 2007. Cancer Research. Association of active caspase 8 with the mitochondrial membrane during apoptosis: potential roles in cleaving BAP31 and caspase 3 and mediating mitochondrion-endoplasmic reticulum cross talk in etoposide-induced cell death.",10.1128/mcb.24.15.6592-6607.2004,https://doi.org/10.1128/mcb.24.15.6592-6607.2004,Association of Active Caspase 8 with the Mitochondrial Membrane during Apoptosis: Potential Roles in Cleaving BAP31 and Caspase 3 and Mediating Mitochondrion-Endoplasmic Reticulum Cross Talk in Etoposide-Induced Cell Death,Chandra,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HSPD1,[4],"Ghosh JC, et al. 2010. Molecular and Cellular Biology. HSP60 regulation of tumor cell apoptosis.",10.1074/jbc.m705904200,https://doi.org/10.1074/jbc.m705904200,Hsp60 Regulation of Tumor Cell Apoptosis,Ghosh,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--HSPD1,[5],"Desmetz C, et al. 2012. PLoS One. Proteomics-based identification of HSP60 as a tumor-associated antigen in early stage breast cancer and ductal carcinoma in situ.",10.1021/pr800130d,https://doi.org/10.1021/pr800130d,Proteomics-Based Identification of HSP60 as a Tumor-Associated Antigen in Early Stage Breast Cancer and Ductal Carcinoma <i>in situ</i>,Desmetz,100,99
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IL17F,[1],"Gaffen SL, Jain R, Garg AV, Cua DJ. 2014. The IL-23-IL-17 immune axis: from mechanisms to therapeutic testing. Nature Reviews Immunology.",10.1038/nri3707,https://doi.org/10.1038/nri3707,The IL-23–IL-17 immune axis: from mechanisms to therapeutic testing,Gaffen,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IL17F,[2],"Iwakura Y, Ishigame H, Saijo S, Nakae S. 2011. Functional specialization of interleukin-17 family members. Immunity.",10.1016/j.immuni.2011.02.012,https://doi.org/10.1016/j.immuni.2011.02.012,Functional Specialization of Interleukin-17 Family Members,Iwakura,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IL17F,[3],"Wu X, Yang T, Liu X, Guo JN, Xie T, Ding Y, Lin M, Yang H. 2013. IL-17 promotes tumor angiogenesis through Stat3 pathway mediated upregulation of VEGF in gastric cancer. Tumour Biology.",10.1007/s13277-015-4372-4,https://doi.org/10.1007/s13277-015-4372-4,IL-17 promotes tumor angiogenesis through Stat3 pathway mediated upregulation of VEGF in gastric cancer,Wu,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--IL17F,[4],"Benchetrit F, Ciree A, Vives V, Warnier G, Gey A, Sautès-Fridman C, Fossiez F, Haicheur N, Fridman WH, Tartour E. 2002. Interleukin-17 inhibits tumor cell growth by means of a T-cell-dependent mechanism. Blood.",10.1182/blood.v99.6.2114,https://doi.org/10.1182/blood.v99.6.2114,Interleukin-17 inhibits tumor cell growth by means of a T-cell–dependent mechanism,Benchetrit,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL7A,[1],"Wool, I. G. (1996). The Journal of Biological Chemistry. The structure and function of eukaryotic ribosomes.",10.1007/978-1-4612-4884-2_22,https://doi.org/10.1007/978-1-4612-4884-2_22,Studies of the Structure of Eukaryotic (Mammalian) Ribosomes,Wool,100,80
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL7A,[2],"Xue, S., & Barna, M. (2012). Nature Reviews Molecular Cell Biology. Specialized ribosomes: a new frontier in gene regulation and organismal biology.",10.1038/nrm3359,https://doi.org/10.1038/nrm3359,Specialized ribosomes: a new frontier in gene regulation and organismal biology,Xue,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL7A,[3],"Pelletier, J., Thomas, G., & Volarević, S. (2018). Nature Reviews Cancer. Ribosome biogenesis in cancer: new players and therapeutic avenues.",10.1038/nrc.2017.104,https://doi.org/10.1038/nrc.2017.104,Ribosome biogenesis in cancer: new players and therapeutic avenues,Pelletier,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL7A,[4],"Hart, T., & Moffat, J. (2016). Nature Reviews Genetics. BAGEL: a computational framework for identifying essential genes from pooled library screens.",10.1186/s12859-016-1015-8,https://doi.org/10.1186/s12859-016-1015-8,BAGEL: a computational framework for identifying essential genes from pooled library screens,Hart,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL7A,[5],"Shalem, O., Sanjana, N. E., & Zhang, F. (2015). Nature Reviews Genetics. High-throughput functional genomics using CRISPR-Cas9.",10.1038/nrg3899,https://doi.org/10.1038/nrg3899,High-throughput functional genomics using CRISPR–Cas9,Shalem,100,100
experiments/gene_essentiality_cancer/ai_messages/high_complexity--PRPF19,[1],"Grote, M., Wolf, E., Will, C. L., Lemm, I., Agafonov, D. E., Schomburg, A., ... & Luhrmann, R. (2010). Molecular Cell, 37(2), 247-258. The DEAD-box helicase DDX39B and its paralog DDX39A regulate androgen receptor splice variant AR-V7 generation.",10.1016/j.bbrc.2016.12.153,https://doi.org/10.1016/j.bbrc.2016.12.153,The RNA helicase DDX39B and its paralog DDX39A regulate androgen receptor splice variant AR-V7 generation,Nakata,5,98
