Unnamed: 0,file,ref_number,ref_text,doi,doi_url,titleDoi,firstAuthDoi
1,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_18,[2],"Longley, D. B., Harkin, D. P., & Johnston, P. G. (2003). 5-fluorouracil: mechanisms of action and clinical strategies. Nature Reviews Cancer, 3(5), 330-338.",10.1038/nrc1074,https://doi.org/10.1038/nrc1074,5-Fluorouracil: mechanisms of action and clinical strategies,Longley
2,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_18,[3],"Van Cutsem, E., Cervantes, A., & Nordlinger, B. (2014). Metastatic colorectal cancer: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up. Annals of Oncology, 25(suppl_3), iii1-iii9.",10.1093/annonc/mdu260,https://doi.org/10.1093/annonc/mdu260,"Metastatic colorectal cancer: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up",Van Cutsem
3,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_18,[4],"Le, D. T., Uram, J. N., & Wang, H. (2015). PD-1 blockade in tumors with mismatch-repair deficiency. New England Journal of Medicine, 372(26), 2509-2520.",10.1056/nejmc1510353,https://doi.org/10.1056/nejmc1510353,PD-1 Blockade in Tumors with Mismatch-Repair Deficiency,
4,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_18,[5],"Compton, C. C. (2006). Prognostic factors in cancer. In Prognostic Factors in Cancer (pp. 43-66). Wiley-Liss.",10.3816/ccc.2002.n.020,https://doi.org/10.3816/ccc.2002.n.020,Pathologic Prognostic Factors in the Recurrence of Rectal Cancer,Compton
5,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_18,[6],"Jayne, D. G., Fook, S., & Loi, C. (2002). Peritoneal carcinomatosis from colorectal cancer. British Journal of Surgery, 89(12), 1545-1550.",10.1046/j.1365-2168.2002.02274.x,https://doi.org/10.1046/j.1365-2168.2002.02274.x,Peritoneal carcinomatosis from colorectal cancer,Jayne
6,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_18,[7],"Siegel, R. L., Miller, K. D., & Jemal, A. (2020). Cancer statistics, 2020. CA: A Cancer Journal for Clinicians, 70(1), 7-30.",10.3322/caac.21590,https://doi.org/10.3322/caac.21590,"Cancer statistics, 2020",Siegel
7,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_18,[8],"Franko, J., Shi, Q., & Meyers, J. P. (2012). Prognosis of patients with peritoneal metastatic colorectal cancer given systemic therapy: an analysis of individual patient data from prospective randomised trials from the Analysis and Research in Cancers of the Digestive System (ARCAD) database. The Lancet Oncology, 17(12), 1709-1719.",10.1016/s1470-2045(16)30500-9,https://doi.org/10.1016/s1470-2045(16)30500-9,Prognosis of patients with peritoneal metastatic colorectal cancer given systemic therapy: an analysis of individual patient data from prospective randomised trials from the Analysis and Research in Cancers of the Digestive System (ARCAD) database,Franko
0,experiments/trained_immunity/ai_messages/high_complexity--training_betaglucan,[1],"Akramiene D, Kondrotas A, Didziapetriene J, Kevelaitis E. 2007. Effects of beta-glucans on the immune system. Medicina (Kaunas). 43(8):597-606.",10.3390/medicina43080076,https://doi.org/10.3390/medicina43080076,Effects of ß-glucans on the immune system,Akramienė
1,experiments/trained_immunity/ai_messages/high_complexity--training_betaglucan,[2],"Beutler B. 2000. Endotoxin, toll-like receptor 4, and the afferent limb of innate immunity. Curr Opin Microbiol. 3(1):23-28.",10.1016/s1369-5274(99)00046-6,https://doi.org/10.1016/s1369-5274(99)00046-6,"Endotoxin, Toll-like receptor 4, and the afferent limb of innate immunity",Beutler
2,experiments/trained_immunity/ai_messages/high_complexity--training_betaglucan,[3],"Takeuchi O, Akira S. 2010. Pattern recognition receptors and inflammation. Cell. 140(6):805-820.",10.1016/j.cell.2010.01.022,https://doi.org/10.1016/j.cell.2010.01.022,Pattern Recognition Receptors and Inflammation,Takeuchi
3,experiments/trained_immunity/ai_messages/high_complexity--training_betaglucan,[4],"Kawai T, Akira S. 2011. Toll-like receptors and their crosstalk with other innate receptors in infection and immunity. Immunity. 34(5):637-650.",10.1016/j.immuni.2011.05.006,https://doi.org/10.1016/j.immuni.2011.05.006,Toll-like Receptors and Their Crosstalk with Other Innate Receptors in Infection and Immunity,Kawai
4,experiments/trained_immunity/ai_messages/high_complexity--training_betaglucan,[5],Dinarello CA. 2009. Immunological and inflammatory functions of the interleukin-1 family. Annu Rev Immunol. 27:519-550.,10.1146/annurev.immunol.021908.132612,https://doi.org/10.1146/annurev.immunol.021908.132612,Immunological and Inflammatory Functions of the Interleukin-1 Family,Dinarello
5,experiments/trained_immunity/ai_messages/high_complexity--training_betaglucan,[6],"Chan GC, Chan WK, Sze DM. 2009. The effects of beta-glucan on human immune and cancer cells. J Hematol Oncol. 2:25.",10.1186/1756-8722-2-25,https://doi.org/10.1186/1756-8722-2-25,The effects of β-glucan on human immune and cancer cells,Chan
6,experiments/trained_immunity/ai_messages/high_complexity--training_betaglucan,[7],"Serbina NV, Pamer EG. 2006. Monocyte emigration from bone marrow during bacterial infection requires signals mediated by chemokine receptor CCR2. Nat Immunol. 7(3):311-317.",10.1038/ni1309,https://doi.org/10.1038/ni1309,Monocyte emigration from bone marrow during bacterial infection requires signals mediated by chemokine receptor CCR2,Serbina
7,experiments/trained_immunity/ai_messages/high_complexity--training_betaglucan,[8],Nathan C. 2006. Neutrophils and immunity: challenges and opportunities. Nat Rev Immunol. 6(3):173-182.,10.1038/nri1785,https://doi.org/10.1038/nri1785,Neutrophils and immunity: challenges and opportunities,Nathan
8,experiments/trained_immunity/ai_messages/high_complexity--training_betaglucan,[9],"Vivier E, Tomasello E, Baratin M, Walzer T, Ugolini S. 2008. Functions of natural killer cells. Nat Immunol. 9(5):503-510.",10.1038/ni1582,https://doi.org/10.1038/ni1582,Functions of natural killer cells,Vivier
0,experiments/trained_immunity/ai_messages/high_complexity--training_LPS,[1],"Raetz CR, Whitfield C. 2002. Annual Review of Biochemistry. Lipopolysaccharide endotoxins.",10.1146/annurev.biochem.71.110601.135414,https://doi.org/10.1146/annurev.biochem.71.110601.135414,Lipopolysaccharide Endotoxins,Raetz
1,experiments/trained_immunity/ai_messages/high_complexity--training_LPS,[2],"Pålsson-McDermott EM, O'Neill LA. 2004. Trends in Immunology. Signal transduction by the lipopolysaccharide receptor, Toll-like receptor-4.",10.1111/j.1365-2567.2004.01976.x,https://doi.org/10.1111/j.1365-2567.2004.01976.x,"Signal transduction by the lipopolysaccharide receptor, Toll‐like receptor‐4",Pålsson‐McDermott
2,experiments/trained_immunity/ai_messages/high_complexity--training_LPS,[3],"Lu YC, Yeh WC, Ohashi PS. 2008. Annual Review of Immunology. LPS/TLR4 signal transduction pathway.",10.1016/j.cyto.2008.01.006,https://doi.org/10.1016/j.cyto.2008.01.006,LPS/TLR4 signal transduction pathway,Lu
3,experiments/trained_immunity/ai_messages/high_complexity--training_LPS,[4],"Biswas SK, Lopez-Collazo E. 2009. Immunology Letters. Endotoxin tolerance: new mechanisms, molecules and clinical significance.",10.1016/j.it.2009.07.009,https://doi.org/10.1016/j.it.2009.07.009,"Endotoxin tolerance: new mechanisms, molecules and clinical significance",Biswas
4,experiments/trained_immunity/ai_messages/high_complexity--training_LPS,[5],"Foster SL, Medzhitov R. 2009. Nature Immunology. Gene-specific control of the TLR-induced inflammatory response.",10.1016/j.clim.2008.08.015,https://doi.org/10.1016/j.clim.2008.08.015,Gene-specific control of the TLR-induced inflammatory response,Foster
5,experiments/trained_immunity/ai_messages/high_complexity--training_LPS,[6],"Wang J, Oberley-Deegan R, Wang S, Nikrad M, Funk CJ, Hartshorn KL, Mason RJ. 2009. Journal of Immunology. Differentiated human alveolar type II cells secrete antiviral IL-29 (IFN-λ1) in response to influenza A infection.",10.4049/jimmunol.182.3.1296,https://doi.org/10.4049/jimmunol.182.3.1296,Differentiated Human Alveolar Type II Cells Secrete Antiviral IL-29 (IFN-λ1) in Response to Influenza A Infection,Wang
6,experiments/trained_immunity/ai_messages/high_complexity--training_LPS,[7],"Shirey KA, Lai W, Scott AJ, Lipsky M, Mistry P, Pletneva LM, Karp CL, McAlees J, Gioannini TL, Weiss J, Chen WH, Ernst RK, Rossignol DP, Gusovsky F, Blanco JC, Vogel SN. 2013. Nature. The TLR4 antagonist Eritoran protects mice from lethal influenza infection.",10.1038/nature12118,https://doi.org/10.1038/nature12118,The TLR4 antagonist Eritoran protects mice from lethal influenza infection,Shirey
0,experiments/gene_essentiality_cancer/ai_messages/high_complexity--ANKLE2,[1],"Brachner A, Foisner R. 2011. Nucleus. ANKLE2, a new nuclear envelope protein involved in human primary microcephaly.",10.1042/bst20110724,https://doi.org/10.1042/bst20110724,Evolvement of LEM proteins as chromatin tethers at the nuclear periphery,Brachner
1,experiments/gene_essentiality_cancer/ai_messages/high_complexity--ANKLE2,[2],"Hussain MS, Baig SM, Neumann S, et al. 2013. Am J Hum Genet. A truncating mutation of CEP135 causes primary microcephaly and disturbed centrosomal function.",10.1016/j.ajhg.2012.03.016,https://doi.org/10.1016/j.ajhg.2012.03.016,A Truncating Mutation of CEP135 Causes Primary Microcephaly and Disturbed Centrosomal Function,Hussain
2,experiments/gene_essentiality_cancer/ai_messages/high_complexity--ANKLE2,[3],"De Vos WH, Houben F, Kamps M, et al. 2011. Biochim Biophys Acta. Repetitive disruptions of the nuclear envelope invoke temporary loss of cellular compartmentalization in laminopathies.",10.1093/hmg/ddr344,https://doi.org/10.1093/hmg/ddr344,Repetitive disruptions of the nuclear envelope invoke temporary loss of cellular compartmentalization in laminopathies,De Vos
3,experiments/gene_essentiality_cancer/ai_messages/high_complexity--ANKLE2,[4],"Shay JW, Wright WE. 2011. Nat Rev Drug Discov. Telomerase therapeutics for cancer: challenges and new directions.",10.1038/nrd2081,https://doi.org/10.1038/nrd2081,Telomerase therapeutics for cancer: challenges and new directions,Shay
0,experiments/gene_essentiality_cancer/ai_messages/high_complexity--GTF3C1,[1],"Lefebvre O, et al. 1992. Cell. Human TFIID Binds to Promoter TATA Boxes Via a Highly Conserved Subunit.",10.1111/j.1742-4658.2006.05468.x,https://doi.org/10.1111/j.1742-4658.2006.05468.x,FOXM1c transactivates the human c-myc promoter directly via the two TATA boxes P1 and P2,Wierstra
1,experiments/gene_essentiality_cancer/ai_messages/high_complexity--GTF3C1,[2],"Hsieh YJ, et al. 1999. Genes Dev. Structure and function of the BTB domain in the Drosophila GAGA factor.",10.1007/s004270050202,https://doi.org/10.1007/s004270050202,Comparison of the GAGA factor genes of Drosophila melanogaster and Drosophila virilis reveals high conservation of GAGA factor structure beyond the BTB/POZ and DNA-binding domains,Lintermann
2,experiments/gene_essentiality_cancer/ai_messages/high_complexity--GTF3C1,[3],"DeBerardinis RJ, et al. 2008. Cell Metab. The biology of cancer: metabolic reprogramming fuels cell growth and proliferation.",10.1016/j.cmet.2007.10.002,https://doi.org/10.1016/j.cmet.2007.10.002,The Biology of Cancer: Metabolic Reprogramming Fuels Cell Growth and Proliferation,DeBerardinis
3,experiments/gene_essentiality_cancer/ai_messages/high_complexity--GTF3C1,[4],"Pavon-Eternod M, et al. 2013. Oncogene. tRNA over-expression in breast cancer and functional consequences.",10.1093/nar/gkp787,https://doi.org/10.1093/nar/gkp787,tRNA over-expression in breast cancer and functional consequences,Pavon-Eternod
0,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_6,[1],"Compton CC, Fielding LP, Burgart LJ, et al. 2000. American Joint Committee on Cancer Prognostic Factors Consensus Conference: Colorectal Working Group. Cancer 88:1739-57.",10.1002/(sici)1097-0142(20000401)88:7<1739::aid-cncr30>3.0.co;2-t,https://doi.org/10.1002/(sici)1097-0142(20000401)88:7<1739::aid-cncr30>3.0.co;2-t,American Joint Committee on Cancer prognostic factors consensus conference,Compton
1,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_6,[2],"Jayne DG, Fook S, Loi C, Seow-Choen F. 2002. Peritoneal carcinomatosis from colorectal cancer. Br J Surg 89:1545-50.",10.1046/j.1365-2168.2002.02274.x,https://doi.org/10.1046/j.1365-2168.2002.02274.x,Peritoneal carcinomatosis from colorectal cancer,Jayne
2,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_6,[3],National Comprehensive Cancer Network. 2021. NCCN Clinical Practice Guidelines in Oncology: Colon Cancer. Version 2.2021.,10.1111/j.1759-7714.2010.00016.x,https://doi.org/10.1111/j.1759-7714.2010.00016.x,"Comparisons between the National Comprehensive Cancer Network (NCCN) non-small-cell lung cancer (NSCLC) Clinical Practice Guidelines (Chinese version), the NCCN original edition, and the European Society for Medical Oncology NSCLC Guidelines in 2009",Xu
3,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_6,[4],"Hanahan D, Weinberg RA. 2011. Hallmarks of cancer: the next generation. Cell 144:646-74.",10.1016/j.cell.2011.02.013,https://doi.org/10.1016/j.cell.2011.02.013,Hallmarks of Cancer: The Next Generation,Hanahan
4,experiments/crc/ai_messages/high_complexity--crc_apc_impact_2020_6,[5],"Quail DF, Joyce JA. 2013. Microenvironmental regulation of tumor progression and metastasis. Nat Med 19:1423-37.",10.1038/nm.3394,https://doi.org/10.1038/nm.3394,Microenvironmental regulation of tumor progression and metastasis,Quail
0,experiments/gene_essentiality_cancer/ai_messages/high_complexity--FAM71C,[1],NCBI Gene. FAM71C family with sequence similarity 71 member C [Homo sapiens (human)]. https://www.ncbi.nlm.nih.gov/gene/283871,10.1007/978-3-319-67199-4_102580,https://doi.org/10.1007/978-3-319-67199-4_102580,NM_020820 (NCBI Reference Sequence for Homo sapiens Prex1 cDNA) / NM_177782 (NCBI Reference Sequence for Mus musculus Prex1 cDNA),
1,experiments/gene_essentiality_cancer/ai_messages/high_complexity--FAM71C,[2],"Meyers, R. M., Bryan, J. G., McFarland, J. M., Weir, B. A., Sizemore, A. E., Xu, H., ... & Tsherniak, A. (2017). Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells. Nature genetics, 49(12), 1779-1784.",10.1038/ng.3984,https://doi.org/10.1038/ng.3984,Computational correction of copy number effect improves specificity of CRISPR–Cas9 essentiality screens in cancer cells,Meyers
2,experiments/gene_essentiality_cancer/ai_messages/high_complexity--FAM71C,[3],"Hart, T., Chandrashekhar, M., Aregger, M., Steinhart, Z., Brown, K. R., MacLeod, G., ... & Moffat, J. (2015). High-resolution CRISPR screens reveal fitness genes and genotype-specific cancer liabilities. Cell, 163(6), 1515-1526.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart
0,experiments/gene_essentiality_cancer/ai_messages/high_complexity--AGAP5,[1],"Nie, Z., & Randazzo, P. A. (2006). Arf GAPs and membrane traffic. Journal of Cell Science, 119(Pt 7), 1203-1211.",10.1242/jcs.02924,https://doi.org/10.1242/jcs.02924,Arf GAPs and membrane traffic,Nie
1,experiments/gene_essentiality_cancer/ai_messages/high_complexity--AGAP5,[2],"Hart, T., Chandrashekhar, M., Aregger, M., Steinhart, Z., Brown, K. R., MacLeod, G., ... & Moffat, J. (2015). High-resolution CRISPR screens reveal fitness genes and genotype-specific cancer liabilities. Cell, 163(6), 1515-1526.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart
0,experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[1],Mick et al. 2012. J Biol Chem. The mitochondrial import machinery has multiple connections to the respiratory chain.,10.1016/j.bbabio.2012.12.004,https://doi.org/10.1016/j.bbabio.2012.12.004,The mitochondrial protein import machinery has multiple connections to the respiratory chain,Kulawiak
1,experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[2],Chacinska et al. 2009. Nat Rev Mol Cell Biol. Importing mitochondrial proteins: machineries and mechanisms.,10.1016/j.cell.2009.08.005,https://doi.org/10.1016/j.cell.2009.08.005,Importing Mitochondrial Proteins: Machineries and Mechanisms,Chacinska
2,experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[3],Zong et al. 2016. Nat Rev Cancer. Mitochondria in cancer.,10.1038/nrc3365,https://doi.org/10.1038/nrc3365,Mitochondria and cancer,Wallace
3,experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[4],Hanahan et al. 2011. Cell. Hallmarks of cancer: the next generation.,10.1016/j.cell.2011.02.013,https://doi.org/10.1016/j.cell.2011.02.013,Hallmarks of Cancer: The Next Generation,Hanahan
4,experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[5],Wallace et al. 2010. Nat Rev Cancer. Mitochondria and cancer: Warburg addressed.,10.1101/sqb.2005.70.035,https://doi.org/10.1101/sqb.2005.70.035,Mitochondria and Cancer: Warburg Addressed,WALLACE
5,experiments/gene_essentiality_cancer/ai_messages/high_complexity--TIMM29,[6],Green et al. 2004. Science. The pathophysiology of mitochondrial cell death.,10.1126/science.1099320,https://doi.org/10.1126/science.1099320,The Pathophysiology of Mitochondrial Cell Death,Green
0,experiments/gene_essentiality_cancer/ai_messages/high_complexity--OR3A3,[1],"Buck L, Axel R. 1991. Cell. A novel multigene family may encode odorant receptors: a molecular basis for odor recognition.",10.1016/0092-8674(91)90418-x,https://doi.org/10.1016/0092-8674(91)90418-x,A novel multigene family may encode odorant receptors: A molecular basis for odor recognition,Buck
1,experiments/gene_essentiality_cancer/ai_messages/high_complexity--OR3A3,[2],"Flegel C, Manteniotis S, Osthold S, Hatt H, Gisselmann G. 2013. Frontiers in Oncology. Expression profile of ectopic olfactory receptors determined by deep sequencing.",10.1371/journal.pone.0055368,https://doi.org/10.1371/journal.pone.0055368,Expression Profile of Ectopic Olfactory Receptors Determined by Deep Sequencing,Flegel
2,experiments/gene_essentiality_cancer/ai_messages/high_complexity--OR3A3,[3],"Hart T, Chandrashekhar M, Aregger M, Steinhart Z, Brown KR, MacLeod G, Mis M, Zimmermann M, Fradet-Turcotte A, Sun S, Mero P, Dirks P, Sidhu S, Roth FP, Rissland OS, Durocher D, Angers S, Moffat J. 2015. Science. High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.",10.1016/j.cell.2015.11.015,https://doi.org/10.1016/j.cell.2015.11.015,High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities,Hart
0,experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL7A,[1],"Wool, I. G. (1996). The Journal of Biological Chemistry. The structure and function of eukaryotic ribosomes.",10.1007/978-1-4612-4884-2_22,https://doi.org/10.1007/978-1-4612-4884-2_22,Studies of the Structure of Eukaryotic (Mammalian) Ribosomes,Wool
1,experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL7A,[2],"Xue, S., & Barna, M. (2012). Nature Reviews Molecular Cell Biology. Specialized ribosomes: a new frontier in gene regulation and organismal biology.",10.1038/nrm3359,https://doi.org/10.1038/nrm3359,Specialized ribosomes: a new frontier in gene regulation and organismal biology,Xue
2,experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL7A,[3],"Pelletier, J., Thomas, G., & Volarević, S. (2018). Nature Reviews Cancer. Ribosome biogenesis in cancer: new players and therapeutic avenues.",10.1038/nrc.2017.104,https://doi.org/10.1038/nrc.2017.104,Ribosome biogenesis in cancer: new players and therapeutic avenues,Pelletier
3,experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL7A,[4],"Hart, T., & Moffat, J. (2016). Nature Reviews Genetics. BAGEL: a computational framework for identifying essential genes from pooled library screens.",10.1186/s12859-016-1015-8,https://doi.org/10.1186/s12859-016-1015-8,BAGEL: a computational framework for identifying essential genes from pooled library screens,Hart
4,experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL7A,[5],"Shalem, O., Sanjana, N. E., & Zhang, F. (2015). Nature Reviews Genetics. High-throughput functional genomics using CRISPR-Cas9.",10.1038/nrg3899,https://doi.org/10.1038/nrg3899,High-throughput functional genomics using CRISPR–Cas9,Shalem
0,experiments/gene_essentiality_cancer/ai_messages/high_complexity--HAUS4,[1],"Uehara R, et al. 2009. Nature. Human augmin complex plays a critical role in the assembly of the acentrosomal spindle microtubule array during mitosis.",10.1073/pnas.0901587106,https://doi.org/10.1073/pnas.0901587106,The augmin complex plays a critical role in spindle microtubule generation for mitotic progression and cytokinesis in human cells,Uehara
1,experiments/gene_essentiality_cancer/ai_messages/high_complexity--HAUS4,[2],"Goshima G, et al. 2008. Science. Augmin: a protein complex required for centrosome-independent microtubule generation within the spindle.",10.1083/jcb.200711053,https://doi.org/10.1083/jcb.200711053,Augmin: a protein complex required for centrosome-independent microtubule generation within the spindle,Goshima
2,experiments/gene_essentiality_cancer/ai_messages/high_complexity--HAUS4,[3],"Hanahan D, Weinberg RA. 2011. Cell. Hallmarks of cancer: the next generation.",10.1016/j.cell.2011.02.013,https://doi.org/10.1016/j.cell.2011.02.013,Hallmarks of Cancer: The Next Generation,Hanahan
3,experiments/gene_essentiality_cancer/ai_messages/high_complexity--HAUS4,[4],Kaelin WG Jr. 2005. N Engl J Med. The concept of synthetic lethality in the context of anticancer therapy.,10.1038/nrc1691,https://doi.org/10.1038/nrc1691,The Concept of Synthetic Lethality in the Context of Anticancer Therapy,Kaelin
4,experiments/gene_essentiality_cancer/ai_messages/high_complexity--HAUS4,[5],"Hart T, et al. 2015. Science. High-resolution CRISPR screens reveal fitness genes and genotype-specific cancer liabilities.",10.3410/f.725961145.793520856,https://doi.org/10.3410/f.725961145.793520856,Faculty Opinions recommendation of High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.,Kumar
5,experiments/gene_essentiality_cancer/ai_messages/high_complexity--HAUS4,[6],"Shalem O, et al. 2014. Science. Genome-scale CRISPR-Cas9 knockout screening in human cells.",10.3410/f.718206642.793489428,https://doi.org/10.3410/f.718206642.793489428,Faculty Opinions recommendation of Genome-scale CRISPR-Cas9 knockout screening in human cells.,Beck
0,experiments/gene_essentiality_cancer/ai_messages/high_complexity--NOC3L,[1],Entrez Gene: NOC3L nucleolar complex associated 3 homolog (S. cerevisiae),10.1016/s0378-1119(97)00564-7,https://doi.org/10.1016/s0378-1119(97)00564-7,The DUG gene of Drosophila melanogaster encodes a structural and functional homolog of the S. cerevisiae SUG1 predicted ATPase associated with the 26S proteasome,Mounkes
1,experiments/gene_essentiality_cancer/ai_messages/high_complexity--NOC3L,[2],"Lawrence MS, et al. (2014) Nature. Discovery and saturation analysis of cancer genes across 21 tumour types.",10.3410/f.718228166.793490063,https://doi.org/10.3410/f.718228166.793490063,Faculty Opinions recommendation of Discovery and saturation analysis of cancer genes across 21 tumour types.,Copeland
2,experiments/gene_essentiality_cancer/ai_messages/high_complexity--NOC3L,[3],"Davoli T, et al. (2013) Cell Reports. Cumulative haploinsufficiency and triplosensitivity drive aneuploidy patterns and shape the cancer genome.",10.1016/j.cell.2013.10.011,https://doi.org/10.1016/j.cell.2013.10.011,Cumulative Haploinsufficiency and Triplosensitivity Drive Aneuploidy Patterns and Shape the Cancer Genome,Davoli
3,experiments/gene_essentiality_cancer/ai_messages/high_complexity--NOC3L,[4],"Hart T, et al. (2015) Science. High-resolution CRISPR screens reveal fitness genes and genotype-specific cancer liabilities.",10.3410/f.725961145.793520856,https://doi.org/10.3410/f.725961145.793520856,Faculty Opinions recommendation of High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.,Kumar
4,experiments/gene_essentiality_cancer/ai_messages/high_complexity--NOC3L,[5],"Meyers RM, et al. (2017) Cell. Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.",10.3410/f.732049442.793551364,https://doi.org/10.3410/f.732049442.793551364,Faculty Opinions recommendation of Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.,Smedley
0,experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[1],"Wool IG, Chan YL, Glück A. 1995. Nucleic Acids Res. Structure and evolution of mammalian ribosomal proteins.",10.1139/o95-101,https://doi.org/10.1139/o95-101,Structure and evolution of mammalian ribosomal proteins,Wool
1,experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[2],"Pelletier J, Thomas G, Volarević S. 2018. Nat Rev Cancer. Ribosome biogenesis in cancer: new players and therapeutic avenues.",10.1038/nrc.2017.104,https://doi.org/10.1038/nrc.2017.104,Ribosome biogenesis in cancer: new players and therapeutic avenues,Pelletier
2,experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[3],"Chen X, et al. 2018. Oncol Rep. RPL37A promotes tumorigenesis through an RPL37A-HMGA1-TIMP1 positive feedback loop in human breast cancer.",10.3892/or.2021.7959,https://doi.org/10.3892/or.2021.7959,LINC00649 promotes bladder cancer malignant progression by regulating the miR‑15a‑5p/HMGA1 axis,Chen
3,experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[4],"Hart T, et al. 2015. Science. High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.",10.3410/f.725961145.793520856,https://doi.org/10.3410/f.725961145.793520856,Faculty Opinions recommendation of High-Resolution CRISPR Screens Reveal Fitness Genes and Genotype-Specific Cancer Liabilities.,Kumar
4,experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[5],"Meyers RM, et al. 2017. Cell. Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.",10.3410/f.732049442.793551364,https://doi.org/10.3410/f.732049442.793551364,Faculty Opinions recommendation of Computational correction of copy number effect improves specificity of CRISPR-Cas9 essentiality screens in cancer cells.,Smedley
5,experiments/gene_essentiality_cancer/ai_messages/high_complexity--RPL37A,[6],"Wang T, et al. 2015. Science. Gene Essentiality Profiling Reveals Gene Networks and Synthetic Lethal Interactions with Oncogenic Ras.",10.3410/f.727280568.793543393,https://doi.org/10.3410/f.727280568.793543393,Faculty Opinions recommendation of Gene Essentiality Profiling Reveals Gene Networks and Synthetic Lethal Interactions with Oncogenic Ras.,Lazo
0,experiments/gene_essentiality_cancer/ai_messages/high_complexity--KIF2B,[1],"Mennella, V., Rogers, G. C., Rogers, S. L., Buster, D. W., Vale, R. D., & Sharp, D. J. (2005). Molecular Biology of the Cell, 16(7), 3195-3209. Functionally distinct kinesin-13 family members cooperate to regulate microtubule dynamics during interphase.",10.1038/ncb1222,https://doi.org/10.1038/ncb1222,Functionally distinct kinesin-13 family members cooperate to regulate microtubule dynamics during interphase,Mennella
1,experiments/gene_essentiality_cancer/ai_messages/high_complexity--KIF2B,[2],"Hirokawa, N., Noda, Y., Tanaka, Y., & Niwa, S. (2009). Nature Reviews Molecular Cell Biology, 10(10), 682-696. Kinesin superfamily motor proteins and intracellular transport.",10.1038/nrm2774,https://doi.org/10.1038/nrm2774,Kinesin superfamily motor proteins and intracellular transport,Hirokawa
2,experiments/gene_essentiality_cancer/ai_messages/high_complexity--KIF2B,[3],"Zhang, Y., Wang, J., & Wang, Z. (2018). Oncology Letters, 15(6), 8749-8754. KIF2B, a novel oncogene, promotes cell proliferation and migration in hepatocellular carcinoma.",10.3892/ol.2018.9843,https://doi.org/10.3892/ol.2018.9843,miR-21 promotes cell migration and invasion of hepatocellular carcinoma by targeting KLF5,Wang
3,experiments/gene_essentiality_cancer/ai_messages/high_complexity--KIF2B,[4],"Hart, T., & Moffat, J. (2016). Nature Reviews Genetics, 17(5), 300-312. BAGEL: a computational framework for identifying essential genes from pooled library screens.",10.1186/s12859-016-1015-8,https://doi.org/10.1186/s12859-016-1015-8,BAGEL: a computational framework for identifying essential genes from pooled library screens,Hart
